gene-name	is-regulator	avg-all	avg-nonresp	avg-respond	avg-diff	t-pval	t-stat	wilcox-pval	wilcox-stat	num-repeats-all	num-repeats-nonresp	num-repeats-respond
MAP3K9	0	1.54	1.73	1.28	0.448	0.0246	2.35	0.0302	215	1	1	1
PTTG1IP	0	6.39	6.24	6.59	-0.349	0.0394	-2.15	0.0773	96.5	2	1	1
TXNDC5	0	6.65	6.86	6.37	0.488	0.0415	2.12	0.138	195	2	2	1
GPR173	0	0.722	0.541	0.964	-0.423	0.047	-2.12	0.0392	88	1	1	1
ZMYM3	0	3.5	3.69	3.25	0.444	0.0531	2.01	0.0643	206	2	2	1
SEZ6	0	0.566	0.76	0.306	0.455	0.0568	2.01	0.33	180	1	1	1
IFFO2	0	2.38	2.56	2.12	0.44	0.0631	1.94	0.179	191	1	1	1
CCDC85C	0	2.26	2.43	2.03	0.405	0.0658	1.9	0.107	199	1	1	1
PSD	0	0.979	1.13	0.777	0.353	0.0701	1.89	0.382	177	1	1	1
NBR1	0	5.14	5	5.32	-0.322	0.0714	-1.86	0.0692	95	2	1	2
GSK3B	0	3.46	3.61	3.26	0.348	0.0757	1.83	0.11	198	2	1	1
ELK3	1	3.42	3.22	3.69	-0.461	0.0814	-1.8	0.0463	90	1	1	1
CLSTN2	0	1.65	2.11	1.03	1.08	0.0829	1.79	0.254	185	1	1	1
CDK5R2	0	0.36	0.54	0.121	0.419	0.084	1.81	0.347	179	1	1	1
CCNK	0	1.74	1.87	1.56	0.306	0.0916	1.74	0.107	199	1	1	1
ASCL1	1	0.599	0.828	0.293	0.535	0.0932	1.75	0.149	194	1	1	1
SYT4	0	0.558	0.754	0.296	0.458	0.0945	1.73	0.443	174	2	1	1
INA	0	0.46	0.64	0.219	0.421	0.108	1.67	0.283	183	1	1	1
C10orf11	0	1.24	1.4	1.03	0.372	0.112	1.63	0.122	197	1	1	1
TEX2	0	3.68	3.56	3.83	-0.279	0.122	-1.59	0.283	117	1	1	1
TMEM145	0	1.01	1.21	0.746	0.463	0.124	1.58	0.254	185	1	1	1
LRTM2	0	0.239	0.357	0.0827	0.274	0.127	1.59	0.286	182	2	1	1
LMLN	0	1.7	1.83	1.52	0.303	0.127	1.57	0.167	192	2	1	2
PSME3	0	4.68	4.79	4.53	0.262	0.151	1.48	0.149	194	1	1	1
CNIH2	0	1.32	1.46	1.15	0.31	0.16	1.44	0.268	184	1	1	1
DCAF16	0	3.4	3.28	3.55	-0.27	0.164	-1.43	0.152	106	2	1	2
HTATSF1	0	4.55	4.42	4.72	-0.302	0.164	-1.43	0.4	124	1	1	1
