key	reg	target	all.pearson	all.pearson.pvalue	nonresp.pearson	nonresp.pearson.pvalue	respond.pearson	respond.pearson.pvalue	all.spearman	all.spearman.pvalue	nonresp.spearman	nonresp.spearman.pvalue	respond.spearman	respond.spearman.pvalue	support	chip.evidence	num.chip.peaks	all.weights	nonresp.weights	respond.weights
ZMYM3||ELK3	ELK3	ZMYM3	-0.639635461975204	3.52039816855576e-05	-0.694164047100274	0.00068514410096715	-0.464335275348694	0.0812141921407362	-0.572729184120383	0.000323763582481937	-0.643851117363733	0.00218818725002279	-0.203571428571429	0.465749711122254	0	0	0	-0.550421640707951	-0.457545084724267	0
PPME1||ELK3	ELK3	PPME1	-0.50778642698514	0.0018463508970855	-0.667438595971312	0.00130365944169137	-0.399644280967829	0.139980266848709	-0.47563025210084	0.00426553007551949	-0.714285714285714	0.000584241858774469	-0.303571428571428	0.270772062682236	0	0	0	-0.522691279412054	-0.576915087913538	0
MAP3K9||ELK3	ELK3	MAP3K9	-0.677188683209909	7.91230480450353e-06	-0.759175060967924	0.000103803126883065	-0.313274834250776	0.255553224284247	-0.676750700280112	1.38170586466943e-05	-0.854135338345865	0	-0.178571428571429	0.523513367920213	0	0	0	-0.478974252223206	0	0
BCL7A||ELK3	ELK3	BCL7A	-0.574765944130592	0.00030474302133311	-0.624656549558554	0.00323584850269734	-0.539234123384138	0.0380436533404711	-0.598879551820728	0.000193041534913924	-0.658646616541353	0.00206409170958562	-0.421428571428571	0.119249613596569	0	0	0	-0.382556148276446	0	0
OTUD3||ELK3	ELK3	OTUD3	-0.647340508461888	2.63462870297702e-05	-0.676696292507942	0.00105082660419292	-0.744034732101432	0.00146969660305734	-0.621935851458052	6.65455220332756e-05	-0.700751879699248	0.000816820179528861	-0.745308608600954	0.00142760720186137	0	0	0	-0.338811727396429	0	-0.557090743934379
CHGA||INSM1	INSM1	CHGA	0.517884137537949	0.00144028060153281	0.603639083307681	0.00483016687196789	0.25108072760787	0.366711099270577	0.280112044817927	0.103229534859534	0.514285714285714	0.0218359617006576	-0.075	0.792571061577752	0	0	0	0	0	0
EYA3||INSM1	INSM1	EYA3	0.387105311739461	0.0215981348407319	0.557076279912818	0.0107241380020994	0.00171583178088669	0.995157825199309	0.422408963585434	0.0120723264506061	0.577443609022556	0.00877039981762219	0.289285714285714	0.294889364761483	0	0	0	0	0	0
SEZ6||INSM1	INSM1	SEZ6	0.392010516057554	0.0198574965949732	0.508179551201211	0.0221526447258219	-0.190485264132199	0.496496920415096	0.313445378151261	0.0671470399185166	0.509774436090226	0.0231750954835113	-0.0535714285714286	0.852509376815679	0	0	0	0	0	0
BTBD9||INSM1	INSM1	BTBD9	0.392524056230652	0.01968221806828	0.511887231181393	0.021041181347252	0.17890283292484	0.523502063108443	0.445689475145771	0.00729109685910795	0.589473684210526	0.00723534764783359	0.228571428571429	0.411416373585749	0	0	0	0	0	0
COPG2||INSM1	INSM1	COPG2	0.059833605845771	0.732779218893972	0.118836852748025	0.617773062844605	-0.115423418113528	0.682081220169503	0.0459383753501401	0.792813132781378	0.0541353383458647	0.82136061455671	0.0107142857142857	0.974440096881549	0	0	0	0	0	0
