Drivers	Targets	NR	R	XOR
1	ADNP	APOBEC3G	1	0	1
2	ADNP	FXYD5	1	0	1
3	ADNP	HAPLN3	1	0	1
4	ADNP	ILF3	1	0	1
5	ADNP	SART3	1	0	1
6	ADNP	SBNO1	1	0	1
7	BATF2	APOL1	1	0	1
8	BATF2	APOL2	1	0	1
9	BATF2	CARD16	1	0	1
10	BATF2	CBX5	1	0	1
11	BATF2	CCL18	1	0	1
12	BATF2	CCRL2	1	0	1
13	BATF2	FXYD5	1	0	1
14	BATF2	GSTP1	1	0	1
15	BATF2	HLA-DOA	1	0	1
16	BATF2	IL18BP	1	0	1
17	BATF2	IL4I1	1	0	1
18	BATF2	LGALS9	1	0	1
19	BATF2	OLR1	1	0	1
20	BATF2	SLC15A3	1	0	1
21	BATF2	SLC17A9	1	0	1
22	BCL6B	ICAM2	1	0	1
23	BCL6B	ITGA5	1	0	1
24	BCL6B	LAP3	1	0	1
25	BCL6B	PECAM1	1	0	1
26	BCL6B	RASGRP3	1	0	1
27	BCL6B	STARD8	1	1	0
28	BCL6B	TSPAN7	1	0	1
29	BRCA1	APOL3	1	0	1
30	BRCA1	CBX5	1	0	1
31	BRCA1	LDHB	1	0	1
32	BRCA1	MNS1	1	0	1
33	BRCA1	PDLIM2	1	0	1
34	BRCA1	PSIP1	1	0	1
35	BRCA1	SUPT16H	1	0	1
36	BRCA1	YWHAG	1	0	1
37	CASZ1	ANPEP	1	0	1
38	CASZ1	CBFA2T2	1	0	1
39	CASZ1	LY96	1	0	1
40	ELK3	CD40	1	0	1
41	ELK3	GNGT2	1	0	1
42	ELK3	KHDRBS1	1	0	1
43	ELK3	LAP3	1	0	1
44	ELK3	LMO2	1	0	1
45	ELK3	LYVE1	1	0	1
46	ELK3	PLEKHO2	1	0	1
47	ELK3	SPG20	1	0	1
48	ELK3	VAMP5	1	0	1
49	EP300	BAZ1B	1	0	1
50	EP300	DCAF7	1	0	1
51	EP300	PDK4	1	0	1
52	EP300	VMO1	1	0	1
53	EP300	YWHAG	1	0	1
54	GATA2	CASP1	1	0	1
55	GATA2	CCL8	1	0	1
56	GATA2	RAB5B	1	0	1
57	GLI1	ANPEP	1	0	1
58	GLI1	FXYD5	1	0	1
59	GLI1	GSTP1	1	0	1
60	GLI1	PDLIM2	1	0	1
61	GLI1	SLC17A9	1	0	1
62	GLI1	SLC39A7	1	0	1
63	GLI1	ST3GAL2	1	0	1
64	GTF2F1	BRD3	1	0	1
65	GTF2F1	CCNK	1	0	1
66	GTF2F1	CRKL	1	0	1
67	GTF2F1	DNAJC14	1	0	1
68	GTF2F1	LY96	1	0	1
69	GTF2F1	PDPK1	1	0	1
70	GTF2F1	RLIM	1	0	1
71	GTF2F1	SMCR8	1	0	1
72	IRF8	APOBEC3G	1	1	0
73	IRF8	APOL3	1	0	1
74	IRF8	CCL3	1	0	1
75	IRF8	CCL4	1	0	1
76	IRF8	CETP	1	0	1
77	IRF8	CTSC	1	0	1
78	IRF8	CXCL9	1	0	1
79	IRF8	DOK2	1	1	0
80	IRF8	DRAM1	1	0	1
81	IRF8	GIMAP4	1	0	1
82	IRF8	HAPLN3	1	0	1
83	IRF8	HLA-DMB	1	0	1
84	IRF8	IFIT3	1	0	1
85	IRF8	LMLN	1	0	1
86	IRF8	PHF11	1	0	1
87	IRF8	PLEKHO2	1	0	1
88	IRF8	SCPEP1	1	0	1
89	IRF8	SLC7A7	1	0	1
90	IRF8	TNFRSF1B	1	0	1
