gene-name	is-regulator	avg-all	avg-nonresp	avg-respond	avg-diff	t-pval	t-stat	wilcox-pval	wilcox-stat	num-repeats-all	num-repeats-nonresp	num-repeats-respond
MSN	0	5.49	5.03	6.09	-1.05	0.0107	-2.71	0.0129	76	2	1	1
FAM134C	0	4.45	4.42	4.72	-0.301	0.0137	-2.67	0.00229	58	2	2	1
IFITM2	0	5.95	5.53	6.61	-1.08	0.0202	-2.45	0.0277	84	2	1	1
ANXA6	0	4.96	4.55	5.38	-0.828	0.0235	-2.38	0.0302	85	1	1	1
SERINC3	0	5.21	5.2	5.57	-0.373	0.0244	-2.37	0.0545	92	2	1	1
MAP3K9	0	1.56	1.73	1.28	0.448	0.0246	2.35	0.0302	215	2	1	1
SIGLEC1	0	1.41	1.49	0.955	0.539	0.0284	2.31	0.0512	209	2	1	2
SPG20	0	2.13	1.92	2.49	-0.57	0.0333	-2.23	0.033	86	2	1	1
LILRB5	0	1.11	1.21	0.739	0.466	0.0431	2.13	0.158	193	2	1	1
TSPAN7	0	2.83	2.48	3.23	-0.756	0.044	-2.1	0.0302	85	2	1	1
CNN2	0	4.79	4.25	5.16	-0.914	0.045	-2.08	0.0404	88	2	2	1
PDK4	0	2.5	1.95	2.74	-0.784	0.0461	-2.08	0.023	82	1	1	1
PLTP	0	4	3.67	4.77	-1.09	0.0479	-2.06	0.0302	85	2	1	1
CCL8	0	0.797	0.937	0.465	0.472	0.0497	2.06	0.113	198	2	1	2
RAB42	0	1.21	1.32	0.882	0.442	0.0499	2.04	0.0512	209	2	1	2
ARHGDIB	0	5.9	5.8	6.62	-0.823	0.0563	-1.98	0.107	101	2	1	1
ZADH2	0	2.39	2.63	2.3	0.328	0.0564	1.99	0.0372	213	2	2	1
LGALS1	0	7.09	6.6	7.55	-0.944	0.0586	-1.96	0.0891	98.5	2	1	1
GLIPR1	0	1.77	1.59	2.32	-0.732	0.0633	-1.96	0.0994	100	2	1	1
ST6GALNAC6	0	4.18	4.04	4.43	-0.391	0.0635	-1.92	0.131	104	2	1	1
GSTP1	0	5.45	5.05	6.11	-1.07	0.0682	-1.89	0.08	97	2	1	1
NBR1	0	5.04	5	5.32	-0.322	0.0714	-1.86	0.0692	95	2	1	2
PSME2	0	6.45	6.73	6.34	0.392	0.0728	1.85	0.0473	210	3	1	1
