gene-name	is-regulator	avg-all	avg-nonresp	avg-respond	avg-diff	t-pval	t-stat	wilcox-pval	wilcox-stat	num-repeats-all	num-repeats-nonresp	num-repeats-respond
RNF24	0	3.05	2.93	3.22	-0.299	0.169	-1.41	0.169	108	1	1	1
RBBP5	0	3.21	3.3	3.07	0.23	0.188	1.34	0.227	187	1	1	1
C22orf46	0	2.41	2.53	2.25	0.275	0.198	1.33	0.107	199	1	1	1
IFT81	0	2.09	2.19	1.96	0.235	0.2	1.31	0.419	175	1	1	1
FSTL4	0	0.651	0.525	0.818	-0.293	0.236	-1.22	0.458	127	1	1	1
EIF2D	0	4.94	5.02	4.84	0.188	0.289	1.08	0.438	174	1	1	1
PGPEP1	0	2.58	2.65	2.49	0.162	0.334	0.982	0.438	174	1	1	1
PLCB4	0	2.4	2.26	2.57	-0.313	0.338	-0.973	0.202	111	1	1	1
SLC23A2	0	3.68	3.6	3.77	-0.168	0.346	-0.957	0.347	121	1	1	1
PHLPP1	0	2.19	2.26	2.11	0.155	0.354	0.941	0.594	166	2	1	1
CBX2	0	2.21	2.35	2.02	0.326	0.377	0.896	0.438	174	1	1	1
PPME1	0	4.83	4.74	4.94	-0.195	0.379	-0.892	0.438	126	1	1	1
SYT1	0	1.02	0.835	1.26	-0.426	0.382	-0.888	0.254	115	1	1	1
UNC5A	0	0.965	0.852	1.12	-0.265	0.424	-0.81	0.564	132	1	1	1
TULP3	0	3.43	3.35	3.54	-0.187	0.435	-0.793	0.314	119	1	1	1
TRAF3IP1	0	2.67	2.73	2.59	0.14	0.44	0.784	0.419	175	1	1	1
EPN2	0	3.35	3.29	3.44	-0.154	0.45	-0.764	0.755	140	1	1	1
SH3BP5L	0	3.76	3.7	3.83	-0.127	0.462	-0.744	0.458	127	1	1	1
RANGAP1	0	4.35	4.4	4.28	0.127	0.493	0.697	0.458	173	1	1	1
BTBD9	0	2.07	2.02	2.13	-0.101	0.544	-0.614	0.617	134	2	1	1
CDON	0	1.42	1.48	1.34	0.141	0.553	0.6	0.677	163	2	1	2
WDR35	0	1.92	1.87	1.99	-0.121	0.578	-0.564	0.961	152	1	1	1
SLC22A23	0	3.6	3.51	3.72	-0.213	0.595	-0.538	0.755	140	1	1	1
NAPB	0	2.13	2.18	2.07	0.111	0.602	0.528	0.443	174	2	1	1
OTUD7B	0	2.59	2.62	2.54	0.0814	0.629	0.487	0.564	168	1	1	1
EGFL6	0	0.617	0.665	0.552	0.113	0.657	0.45	0.117	198	2	1	1
CBFA2T2	0	3.29	3.34	3.22	0.122	0.66	0.444	0.681	163	1	1	1
COPG2	0	3.11	3.15	3.06	0.0877	0.672	0.427	0.419	175	1	1	1
UBE2G2	0	4.84	4.81	4.89	-0.0752	0.703	-0.385	0.777	141	2	2	1
KIAA1324L	0	1.66	1.62	1.72	-0.0987	0.713	-0.371	0.705	138	1	1	1
CACNB3	0	3.07	3.11	3.02	0.0897	0.736	0.34	0.987	151	1	1	1
OTUD3	0	1.92	1.9	1.95	-0.0536	0.751	-0.32	0.665	136	2	1	2
ZBTB12	1	2.52	2.56	2.47	0.0915	0.775	0.288	0.564	168	1	1	1
MYEF2	0	2.03	2.06	1.98	0.0767	0.781	0.281	0.805	158	1	1	1
NT5DC3	0	2.12	2.09	2.16	-0.0657	0.795	-0.262	0.987	149	2	2	1
PHF13	0	3.01	3.03	2.98	0.0482	0.799	0.257	0.499	171	1	1	1
PSMD11	0	4.61	4.59	4.64	-0.0531	0.8	-0.256	0.587	167	1	1	1
EPHA7	0	1.01	0.982	1.05	-0.0715	0.801	-0.254	0.705	138	1	1	1
EIF3CL	0	0.694	0.709	0.675	0.0342	0.871	0.165	0.564	168	1	1	1
SPTBN4	0	0.912	0.928	0.891	0.0377	0.877	0.156	0.987	149	1	1	1
CYB5D1	0	2.96	2.95	2.97	-0.0188	0.93	-0.0888	0.92	154	2	1	1
RPL30	0	10.8	10.8	10.8	-0.0243	0.937	-0.0803	0.571	132	3	2	2
TTI1	0	3.31	3.31	3.3	0.00709	0.968	0.0403	0.594	166	2	1	1
