gene-name	is-regulator	avg-all	avg-nonresp	avg-respond	avg-diff	t-pval	t-stat	wilcox-pval	wilcox-stat	num-repeats-all	num-repeats-nonresp	num-repeats-respond
MAP3K9	0	1.54	1.73	1.28	0.448	0.0246	2.35	0.0302	215	1	1	1
ZMYM3	0	3.5	3.69	3.25	0.444	0.0531	2.01	0.0643	206	2	2	1
SEZ6	0	0.566	0.76	0.306	0.455	0.0568	2.01	0.33	180	1	1	1
NBR1	0	5.14	5	5.32	-0.322	0.0714	-1.86	0.0692	95	2	1	2
GSK3B	0	3.46	3.61	3.26	0.348	0.0757	1.83	0.11	198	2	1	1
ELK3	1	3.42	3.22	3.69	-0.461	0.0814	-1.8	0.0463	90	1	1	1
CCNK	0	1.74	1.87	1.56	0.306	0.0916	1.74	0.107	199	1	1	1
ASCL1	1	0.599	0.828	0.293	0.535	0.0932	1.75	0.149	194	1	1	1
SYT4	0	0.558	0.754	0.296	0.458	0.0945	1.73	0.443	174	2	1	1
PSME3	0	4.68	4.79	4.53	0.262	0.151	1.48	0.149	194	1	1	1
DCAF16	0	3.4	3.28	3.55	-0.27	0.164	-1.43	0.152	106	2	1	2
HTATSF1	0	4.55	4.42	4.72	-0.302	0.164	-1.43	0.4	124	1	1	1
MLEC	0	6.32	6.49	6.08	0.409	0.166	1.42	0.283	183	1	1	1
SMARCC1	1	4.75	4.85	4.61	0.248	0.18	1.38	0.254	185	1	1	1
XPO5	0	3.56	3.67	3.41	0.265	0.183	1.36	0.122	197	1	1	1
IFT81	0	2.09	2.19	1.96	0.235	0.2	1.31	0.419	175	1	1	1
MRFAP1	0	6.99	6.89	7.13	-0.236	0.204	-1.3	0.271	116	2	1	1
RCOR1	0	3.23	3.36	3.06	0.3	0.205	1.31	0.202	189	1	1	1
MARCH11	0	0.457	0.596	0.272	0.324	0.209	1.29	0.701	138	2	2	1
CHGA	0	1.03	1.35	0.613	0.738	0.26	1.15	1	150	1	1	1
VEZF1	1	3.63	3.51	3.79	-0.282	0.274	-1.11	0.438	126	1	1	1
REEP2	0	0.907	0.805	1.04	-0.239	0.282	-1.11	0.633	135	1	1	1
ZNF704	0	2.91	2.76	3.12	-0.36	0.296	-1.07	0.237	114	2	2	1
TAF15	0	5.85	5.69	6.05	-0.364	0.297	-1.06	0.438	126	1	1	1
KRBA2	0	1.27	1.35	1.15	0.195	0.311	1.03	0.499	171	1	1	1
SNAPC4	1	2.85	2.97	2.68	0.29	0.319	1.01	0.726	161	2	1	2
PLCH2	0	1.22	1.08	1.41	-0.33	0.35	-0.953	0.314	119	1	1	1
MSI2	0	3.63	3.55	3.73	-0.178	0.377	-0.895	0.479	128	1	1	1
PPME1	0	4.83	4.74	4.94	-0.195	0.379	-0.892	0.438	126	1	1	1
BECN1	0	4.87	4.94	4.79	0.149	0.392	0.869	0.364	178	1	1	1
INSM1	1	1.09	1.23	0.91	0.32	0.415	0.826	0.657	164	1	1	1
TRAF3IP1	0	2.67	2.73	2.59	0.14	0.44	0.784	0.419	175	1	1	1
HNRNPF	0	6.42	6.34	6.53	-0.186	0.442	-0.778	0.633	135	1	1	1
CRKL	0	3.96	3.9	4.05	-0.144	0.443	-0.777	0.254	115	1	1	1
SH3BP5L	0	3.76	3.7	3.83	-0.127	0.462	-0.744	0.458	127	1	1	1
TUBB3	0	2.78	2.94	2.57	0.371	0.488	0.702	0.61	166	1	1	1
TBC1D5	0	2.99	2.94	3.07	-0.134	0.488	-0.702	0.414	125	2	1	1
ZNF770	1	3.68	3.6	3.79	-0.184	0.491	-0.696	0.364	122	1	1	1
RANGAP1	0	4.35	4.4	4.28	0.127	0.493	0.697	0.458	173	1	1	1
EP300	1	3.81	3.73	3.91	-0.178	0.494	-0.694	0.564	132	1	1	1
NF1	1	2.69	2.62	2.77	-0.151	0.496	-0.691	0.633	135	1	1	1
SF3B3	0	4.07	4.12	4	0.117	0.503	0.678	0.542	169	1	1	1
EYA3	0	2.82	2.88	2.74	0.145	0.505	0.675	0.4	176	1	1	1
SYT13	0	1.31	1.18	1.48	-0.302	0.513	-0.661	0.254	115	1	1	1
TRIM37	0	3.13	3.07	3.21	-0.135	0.519	-0.651	0.479	128	1	1	1
DDX3X	0	5.34	5.29	5.41	-0.118	0.536	-0.626	0.764	140	2	1	1
UBFD1	0	3.98	3.92	4.04	-0.121	0.538	-0.625	0.191	110	1	1	1
BTBD9	0	2.07	2.02	2.13	-0.101	0.544	-0.614	0.617	134	2	1	1
PTPN11	0	4.32	4.37	4.25	0.123	0.552	0.601	0.499	171	1	1	1
CDON	0	1.42	1.48	1.34	0.141	0.553	0.6	0.677	163	2	1	2
KITLG	0	1.85	1.92	1.74	0.182	0.564	0.583	0.564	168	1	1	1
FUT8	0	2.25	2.2	2.33	-0.13	0.564	-0.584	0.61	134	1	1	1
RGP1	0	3.18	3.13	3.24	-0.108	0.577	-0.563	0.803	142	2	1	2
KPNA6	0	3.77	3.82	3.71	0.108	0.581	0.558	0.414	175	2	1	1
AP2B1	0	5.19	5.15	5.25	-0.101	0.587	-0.548	0.755	140	1	1	1
CACNA1B	0	0.521	0.579	0.444	0.135	0.606	0.522	0.815	158	2	1	1
USP37	0	1.19	1.24	1.14	0.099	0.612	0.513	0.755	160	1	1	1
NPLOC4	0	3.99	4.03	3.94	0.0901	0.619	0.503	0.934	153	1	1	1
INO80D	0	1.83	1.79	1.88	-0.0818	0.65	-0.459	0.831	143	1	1	1
MYT1	0	0.951	1.02	0.859	0.161	0.655	0.451	0.705	162	1	1	1
UBXN2B	0	3.22	3.26	3.18	0.0791	0.676	0.423	0.777	159	2	2	1
SF3A1	0	4.53	4.5	4.58	-0.0765	0.677	-0.421	0.755	140	1	1	1
DDI2	0	3.31	3.35	3.26	0.09	0.679	0.417	0.934	147	2	1	1
CBX5	0	3.66	3.62	3.72	-0.0964	0.682	-0.413	0.438	126	1	1	1
CSDE1	0	7.08	7.11	7.04	0.0719	0.682	0.414	0.516	170	2	1	2
TMED8	0	2.5	2.54	2.46	0.0757	0.686	0.408	0.856	156	1	1	1
TOB2	0	4.74	4.7	4.78	-0.0805	0.686	-0.409	0.78	141	1	1	1
KLHL11	0	1.55	1.6	1.49	0.109	0.688	0.405	0.587	167	1	1	1
QSOX2	0	3.34	3.39	3.29	0.0991	0.699	0.392	0.657	164	1	1	1
MFAP1	0	4.26	4.29	4.22	0.0625	0.73	0.349	0.882	155	1	1	1
OTUD3	0	1.92	1.9	1.95	-0.0536	0.751	-0.32	0.665	136	2	1	2
MGAT5B	0	0.674	0.643	0.715	-0.0715	0.752	-0.319	0.908	154	1	1	1
ZBTB12	1	2.52	2.56	2.47	0.0915	0.775	0.288	0.564	168	1	1	1
LSM14A	0	5.09	5.07	5.13	-0.0541	0.779	-0.283	0.657	136	1	1	1
PUM1	0	4.42	4.44	4.39	0.047	0.798	0.258	0.61	166	1	1	1
PSMD11	0	4.61	4.59	4.64	-0.0531	0.8	-0.256	0.587	167	1	1	1
FNBP1L	0	4.15	4.18	4.11	0.0778	0.802	0.253	0.521	170	1	1	1
PRR14L	0	2.57	2.55	2.6	-0.0499	0.817	-0.233	0.961	148	1	1	1
GANAB	0	7.12	7.13	7.09	0.0405	0.822	0.227	0.701	162	2	1	1
LDOC1L	0	3.24	3.22	3.28	-0.0592	0.822	-0.226	0.961	152	1	1	1
SPTLC2	0	3.31	3.29	3.34	-0.0434	0.834	-0.212	0.987	151	1	1	1
PAFAH1B1	0	4.31	4.33	4.29	0.0385	0.843	0.199	0.987	151	2	1	2
NFIC	1	4.68	4.66	4.72	-0.0558	0.853	-0.187	0.856	144	1	1	1
AVL9	0	3.53	3.54	3.51	0.0323	0.856	0.183	0.855	156	2	1	1
KIAA1147	0	3.54	3.52	3.56	-0.0384	0.863	-0.174	0.831	143	1	1	1
BRD3	0	3.51	3.53	3.49	0.0373	0.863	0.173	0.882	155	1	1	1
CAPRIN1	0	5.66	5.68	5.64	0.0371	0.877	0.157	0.751	160	2	1	2
CCT8	0	6.5	6.49	6.52	-0.0307	0.878	-0.155	0.855	144	2	1	2
MED1	0	3.05	3.04	3.06	-0.0285	0.881	-0.151	0.908	146	1	1	1
SOCS7	0	2.55	2.56	2.54	0.0201	0.933	0.0849	0.961	152	1	1	1
TSPYL4	0	3.78	3.79	3.77	0.0159	0.948	0.0652	0.882	155	1	1	1
C14orf132	0	1.55	1.54	1.55	-0.0101	0.972	-0.0359	0.934	153	1	1	1
DCAF7	0	4.89	4.88	4.89	-0.00475	0.981	-0.0238	0.934	153	1	1	1
CCT7	0	6.82	6.82	6.82	0.00321	0.986	0.0179	0.96	152	3	2	1
ANP32A	0	6	6	6	-0.00247	0.989	-0.0139	0.894	154	2	1	1
KHDRBS1	0	5.69	5.69	5.69	-0.00239	0.99	-0.0132	0.633	165	1	1	1
