key	reg	target	all.pearson	all.pearson.pvalue	nonresp.pearson	nonresp.pearson.pvalue	respond.pearson	respond.pearson.pvalue	all.spearman	all.spearman.pvalue	nonresp.spearman	nonresp.spearman.pvalue	respond.spearman	respond.spearman.pvalue	support	chip.evidence	num.chip.peaks	all.weights	nonresp.weights	respond.weights
SLC25A20||ZC3H4	ZC3H4	SLC25A20	-0.381063584168375	1.6175416526477e-05	-0.539193738163361	0.0141532360789708	-0.460293709608965	0.0842533542179727	-0.457126889369384	1.35890114519824e-07	-0.577443609022556	0.00877039981762219	-0.585714285714286	0.0242547497595672	0	0	0	-1.05577199929981	0	0
ANPEP||POU3F3	POU3F3	ANPEP	0.114185922670716	0.212364226326546	0.586838581008038	0.00652806307098436	0.407660707447803	0.131474079350504	0.127846813084913	0.162275569861777	0.484392663063369	0.0304368315884026	0.0125111756839489	0.964702690670667	0	0	0	-1.01635920683293	0	0
CXCL9||EP300	EP300	CXCL9	-0.351327535667158	7.7757902963277e-05	-0.356186000604324	0.123217303980195	-0.12242593181143	0.663809062279798	-0.333529219498547	0.000185217323208389	-0.303759398496241	0.192459947563733	-0.1	0.724060433819824	0	0	0	-0.96123294820876	0	0
ANPEP||MNT	MNT	ANPEP	-0.346353376427052	9.96263819326992e-05	-0.567533599730344	0.00905412102550623	-0.0581914290925502	0.836794444658385	-0.392943997732886	8.26508563334454e-06	-0.478195488721805	0.0345057697853774	-0.126899067651481	0.652227574993258	0	0	0	-0.954730348504866	0	0
IFITM1||ZEB2	ZEB2	IFITM1	0.294094464438626	0.00105968708680187	0.448497903992474	0.0473223052116314	0.422632797375474	0.116543943508908	0.328502742720672	0.00023446624447445	0.541353383458647	0.0150505049458772	0.421805351630276	0.117337031055668	0	0	0	-0.911662775562789	0	0
ACP5||IRF8	IRF8	ACP5	0.312482687023876	0.000484043001130791	0.508948091810545	0.0219185121942072	-0.0499714602909838	0.859620383978798	0.404167471099685	4.27789757826516e-06	0.568421052631579	0.010089050935986	-0.00714285714285714	0.984662516552938	0	0	0	-0.906118930911675	-0.870995576014267	0
GLRX||ZC3H4	ZC3H4	GLRX	-0.559670706890234	2.50034052370243e-11	-0.49150046471157	0.027741770707333	-0.553713464137348	0.0322335670157272	-0.600588679603166	3.29371681058124e-13	-0.592481203007519	0.00688833262686625	-0.528571428571428	0.0454251020241374	0	0	0	-0.880440003311747	0	0
SLC37A2||ZC3H4	ZC3H4	SLC37A2	-0.225285697428605	0.0129753471803734	-0.526811709050858	0.0170074065482929	-0.132842981805602	0.636951796856297	-0.304456065955316	0.000685712591666675	-0.461654135338346	0.0419875378832293	-0.117857142857143	0.67630520176269	0	0	0	-0.865154361685194	0	0
WIPI1||ADNP	ADNP	WIPI1	-0.376947490339365	2.02897152341943e-05	-0.315860657417234	0.17489160544964	-0.249602772525061	0.369632798240706	-0.342038233821686	0.000123111402956313	-0.333834586466165	0.150382557477725	-0.1	0.724060433819824	0	0	0	-0.837298085652066	0	0
S100A4||ZC3H4	ZC3H4	S100A4	-0.522096252548316	8.17443457791653e-10	-0.486598572959156	0.0295793495217639	-0.357794382080608	0.190407937382989	-0.530732245959657	3.80796968626256e-10	-0.536842105263158	0.0160432222784426	-0.357142857142857	0.191620173026864	0	0	0	-0.816448272964384	0	0
WIPI1||ZC3H4	ZC3H4	WIPI1	-0.100716956780794	0.271687675606675	-0.491055770154151	0.0279046710984649	0.169036413713338	0.547014850912114	-0.155785013396017	0.0879556900455084	-0.473684210526316	0.0364321641732088	0.135714285714286	0.629715517337068	0	0	0	-0.81165728593014	0	0
RBP7||MNT	MNT	RBP7	-0.446717558497894	2.80553362420416e-07	-0.537508018717246	0.0145173838313975	-0.269695607326892	0.331008675487975	-0.461854503834631	9.69864000737643e-08	-0.615037593984962	0.00469707024272649	-0.257372756926948	0.354415168873434	0	0	0	-0.810214304717479	0	0
CETP||ADNP	ADNP	CETP	-0.583990232637494	2.05163474857955e-12	-0.477661601618437	0.0331742885217881	0.0959368797187833	0.733771304369777	-0.412691477215354	2.5525109962985e-06	-0.542857142857143	0.0147309281892317	0.0464285714285714	0.872680732366173	0	0	0	-0.798599223833371	0	0
ANPEP||IRF8	IRF8	ANPEP	0.27763223984209	0.00204855070631994	0.458462317877503	0.0420473986387694	0.366899550890607	0.178559534313892	0.265628413542607	0.0032329481909124	0.413533834586466	0.0711514913772435	0.0785714285714286	0.782680528604611	0	0	0	-0.792632613756817	0	0
ANXA1||BCL6B	BCL6B	ANXA1	-0.0228333712880561	0.80367610654528	0.155651251635858	0.5122843585584	-0.468113954597128	0.0784441374626377	-0.0402014645811176	0.661529122438445	0.0225563909774436	0.926549607150769	-0.325	0.236982292510621	0	0	0	-0.777467719223562	0	-1.53964143357854
BCAT1||ZC3H4	ZC3H4	BCAT1	-0.514726750537455	1.54278240385486e-09	-0.690518697731971	0.000750884312920288	0.0881061280521882	0.754859884119811	-0.500406451746887	5.08047486197542e-09	-0.707784931587935	0.000480818785821003	0.00714285714285714	0.984662516552938	0	0	0	-0.767832061508008	0	0
NNMT||EP300	EP300	NNMT	-0.453484447774825	1.75608114545544e-07	-0.544449330523763	0.0130648725164443	-0.556895717595863	0.0310515024568193	-0.534347654524143	2.74793348292562e-10	-0.593456228504656	0.00580878331104506	-0.710714285714286	0.00405507360027464	0	0	0	-0.750290733535289	0	0
IFI27L2||EP300	EP300	IFI27L2	-0.453116424655882	1.80187195524136e-07	-0.673471145942053	0.00113373915001047	-0.427412335562769	0.112035169397385	-0.546533486429638	8.88994770531283e-11	-0.745864661654135	0.00024208378288875	-0.375	0.169123039979317	0	0	0	-0.729758841705821	0	0
GPX7||EP300	EP300	GPX7	-0.415471831041735	2.15018401100455e-06	-0.342630726487592	0.139188160064646	-0.617464098612738	0.0141828798745669	-0.419443941085521	1.67838549509436e-06	-0.291729323308271	0.211361139268518	-0.517857142857143	0.0506035008086737	0	0	0	-0.72656052717663	0	0
HLA-DQB1||EP300	EP300	HLA-DQB1	-0.305432844276851	0.000657600301626623	-0.24645011063081	0.294888447200842	0.0769574602747062	0.785159837536982	-0.290676859556335	0.00121902855338599	-0.293233082706767	0.208932277391426	0.171428571428571	0.540611255267816	0	0	0	-0.724352868065339	0	0
LGALS1||EP300	EP300	LGALS1	-0.395422100235372	7.1612308182954e-06	-0.386583523592263	0.0922342786652329	-0.367817017402215	0.177393049112995	-0.484582751181156	1.78155116580894e-08	-0.419548872180451	0.0668349818182968	-0.375	0.169123039979317	0	0	0	-0.716691035670952	0	0
MSR1||RFX1	RFX1	MSR1	-0.518365051994499	1.12964726923856e-09	-0.719681161119691	0.00034722034001015	-0.152155960719468	0.588271530534074	-0.548643041619822	7.27850595415462e-11	-0.709774436090226	0.000654852825749826	-0.207142857142857	0.457772271288752	0	0	0	-0.707024009193326	0	0
EVI2A||ZC3H4	ZC3H4	EVI2A	-0.507345792503125	2.87123572443714e-09	-0.463482698924926	0.0395680726488144	-0.106775957000781	0.704872924671851	-0.537939794234228	1.97953353483279e-10	-0.586466165413534	0.00759661022955125	-0.0714285714285714	0.802492318626387	0	0	0	-0.703542498374863	0	0
ANXA2||ZC3H4	ZC3H4	ANXA2	-0.378316543958356	1.88229418235297e-05	-0.19070616853304	0.420600037956177	0.166731774541849	0.552572355821056	-0.375300186666699	2.21970005098019e-05	-0.136842105263158	0.563763030017002	0.260714285714286	0.346927566350098	0	0	0	-0.693027580561102	0	0
GLIPR2||ONECUT1	ONECUT1	GLIPR2	-0.354612547637965	6.58681070095589e-05	0.131520628440604	0.580457835795766	-0.00830249668986317	0.976572716731554	-0.196003780207527	0.0311926183394191	-0.048138401298223	0.840279648600978	-0.389285714285714	0.152477188732099	0	0	0	-0.681190106556718	0	0
HMOX1||MNT	MNT	HMOX1	-0.477050104729585	3.16695520562046e-08	-0.557649308087532	0.0106265883032603	-0.270702897709167	0.329135227737792	-0.513220756919342	1.75335613037697e-09	-0.520300751879699	0.0201481807027	-0.22520116231108	0.419678197099167	0	0	0	-0.676078130046626	0	0
ZFP36L2||ZNF653	ZNF653	ZFP36L2	-0.309442233062165	0.000552943644387715	-0.277893807079775	0.235502902288051	-0.710644580313501	0.00298310494737892	-0.287185740294243	0.00140408341272579	-0.278195488721804	0.234081771379788	-0.65	0.0105567358004588	0	0	0	-0.674514094200943	0	0
DNAJC15||ZC3H4	ZC3H4	DNAJC15	-0.566258422221332	1.29586085847314e-11	-0.4394256329612	0.0525537139516176	-0.541152796421271	0.0372319465487228	-0.58267129795816	2.36215537414216e-12	-0.422556390977444	0.064753552740252	-0.475	0.0758700814278674	0	0	0	-0.669935353619703	0	0
HAPLN3||ONECUT1	ONECUT1	HAPLN3	-0.075733719141176	0.40902523638428	0.534387437013548	0.0152113657755971	-0.0633380112401101	0.822563099623933	-0.125103098160604	0.171553967523842	0.112781954887218	0.635010803357057	-0.325	0.236982292510621	0	0	0	-0.668280055557695	0	0
RARRES3||MAFG	MAFG	RARRES3	-0.255277020704647	0.00471513151269076	-0.292072515610344	0.21146431710998	-0.0308644144242437	0.913050321860945	-0.282148597164885	0.001716330498379	-0.36390977443609	0.115314280129203	0.0214285714285714	0.943802108646298	0	0	0	-0.657941481640724	0	0
CDH2||POU3F3	POU3F3	CDH2	0.351434244152219	7.73420880455668e-05	0.614337951307937	0.00395274811500458	-0.0452108554872273	0.872888511499794	0.165066450691278	0.0704018925848818	0.194057930233462	0.412324613993506	-0.223413851499087	0.423475352636952	0	0	0	-0.655424350735019	0	0
FCGR3A||RFX1	RFX1	FCGR3A	-0.421700114066956	1.45602744180808e-06	-0.660033950059441	0.00154104388390709	-0.377950714945314	0.164840076900893	-0.440772460236993	4.19936041981572e-07	-0.583458646616541	0.00797256756681662	-0.428571428571428	0.112629714701313	0	0	0	-0.648749833092468	0	0
LY96||ZC3H4	ZC3H4	LY96	-0.571631749432487	7.49944574636191e-12	-0.391602404728789	0.0877279918869457	-0.244774455459542	0.379265820723021	-0.576003089036559	4.77089634480465e-12	-0.494736842105263	0.0281231558886876	-0.264285714285714	0.340147418837509	0	0	0	-0.647783434955062	0	0
RNASE6||ZC3H4	ZC3H4	RNASE6	-0.57422043658025	5.74188654175535e-12	-0.537344950235016	0.0145530058554834	-0.23497408906909	0.399229850822725	-0.617924152853895	4.34108586234169e-14	-0.568421052631579	0.010089050935986	-0.207142857142857	0.457772271288752	0	0	0	-0.633545499409752	0	0
SLC25A20||ADNP	ADNP	SLC25A20	-0.373767766238523	2.41213997043475e-05	-0.322150582122649	0.165993002082975	-0.490779365499271	0.0632295387327757	-0.324875142474721	0.000277265076529238	-0.442105263157895	0.0524141538711301	-0.507142857142857	0.056215875993234	0	0	0	-0.631962180452876	0	0
TRIM22||SMARCC1	SMARCC1	TRIM22	-0.492464106275313	9.61298089296212e-09	-0.545367910667772	0.0128817770706742	-0.446994090301797	0.0948240213377904	-0.516844912994517	1.28733942632759e-09	-0.553383458646617	0.012645100069944	-0.45	0.0943519578290436	0	0	0	-0.631142463492782	0	0
VSIG4||ZNF653	ZNF653	VSIG4	-0.47221817766285	4.5474587386623e-08	-0.572265598424473	0.00837149787290739	-0.549052146991094	0.034025686066741	-0.464036580719578	8.28616684194561e-08	-0.560902255639098	0.0113081413923581	-0.507142857142857	0.056215875993234	0	0	0	-0.627732250244569	0	-0.955208486557031
CLEC4A||ZC3H4	ZC3H4	CLEC4A	-0.498014716044287	6.16666032119212e-09	-0.535810538824089	0.0148916512867119	-0.361258993596173	0.185841139092282	-0.536176806808847	2.32638672312044e-10	-0.578947368421053	0.0085650563938127	-0.45	0.0943519578290436	0	0	0	-0.625397178385661	0	0
CD68||RFX1	RFX1	CD68	-0.387732817357344	1.11313601267893e-05	-0.501057980979276	0.0244179462287916	0.11891904966014	0.672938597332421	-0.382796252517116	1.46901850252882e-05	-0.467669172932331	0.0391320760811392	0.0642857142857143	0.822421314284505	0	0	0	-0.624803655997948	0	0
TSPAN7||SMARCC1	SMARCC1	TSPAN7	-0.450513436237734	2.15983391514817e-07	-0.512875665741953	0.0207524928497092	-0.601872038604358	0.0176006412920569	-0.444673449897212	3.22566467313019e-07	-0.58796992481203	0.00741417025251085	-0.282142857142857	0.307424937067367	0	0	0	-0.61598231114872	0	0
IL18||SMARCC1	SMARCC1	IL18	-0.526243116730972	5.67953677909612e-10	-0.484932639204933	0.0302251526294202	-0.394992559777933	0.145082889493536	-0.545684251891536	9.63151643051674e-11	-0.443609022556391	0.0515468509640348	-0.239285714285714	0.389234502669614	0	0	0	-0.608757186935605	0	0
DRAM1||ZC3H4	ZC3H4	DRAM1	-0.499439287337349	5.49552098810727e-09	-0.276395391476215	0.238142343243864	-0.428716688552629	0.110826004711342	-0.515103941742557	1.49398187755109e-09	-0.393984962406015	0.0866606748813745	-0.292857142857143	0.288740708216261	0	0	0	-0.598296066466839	0	0
KCTD12||EP300	EP300	KCTD12	-0.374370965028025	2.33459260020538e-05	-0.546057105157538	0.0127457684903353	-0.146837349459697	0.601526304679633	-0.296721813985343	0.000950387808839024	-0.557894736842105	0.0118283176047054	-0.0607142857142857	0.832426178918744	0	0	0	-0.588439837397915	0	0
KCTD12||SMARCC1	SMARCC1	KCTD12	-0.311111428434323	0.000514075164156956	-0.448434760195232	0.047357277311207	-0.649138172846575	0.00883093866048788	-0.374476905963914	2.32121697112327e-05	-0.473684210526316	0.0364321641732088	-0.542857142857143	0.0391585551441751	0	0	0	-0.5844840230438	0	0
CLEC2B||ZC3H4	ZC3H4	CLEC2B	-0.555237487537976	3.86002871628644e-11	-0.299512820947553	0.199523534429815	-0.199568670288161	0.475786899348702	-0.531646555739786	3.50767739995877e-10	-0.380451127819549	0.0988034001396708	-0.15	0.59338267588306	0	0	0	-0.569534105237593	0	0
LPAR6||ZC3H4	ZC3H4	LPAR6	-0.524393061479501	6.68543939949728e-10	-0.340085175751027	0.142342323723638	0.0159669148441577	0.954961269103107	-0.514581456319551	1.5619865230693e-09	-0.279699248120301	0.23148034369735	-0.157142857142857	0.575553597973424	0	0	0	-0.561289055036324	0	0
IFI27L2||RFX1	RFX1	IFI27L2	-0.501216190637358	4.75630034050259e-09	-0.542567204514686	0.0134465867318371	-0.266966241543441	0.33611536445663	-0.472967571927736	4.30088952355758e-08	-0.521804511278195	0.0197431479456829	-0.357142857142857	0.191620173026864	0	0	0	-0.559951460211276	0	0
SLCO2B1||ZNF653	ZNF653	SLCO2B1	-0.432239115189608	7.39373418774313e-07	-0.599209632113041	0.00523763780836772	-0.511597443893933	0.0512542550122576	-0.426812064227088	1.05113288473348e-06	-0.479699248120301	0.0338819214382865	-0.310714285714286	0.259190923772765	0	0	0	-0.552198141711109	0	0
